0.005,0
0.015,0
0.025,0
0.035,0
0.045,0
0.055,0
0.065,0
0.075,0
0.085,0
0.095,0
0.105,0
0.115,0
0.125,0
0.135,0
0.145,0
0.155,0
0.165,0
0.175,0
0.185,0
0.195,0
0.205,0
0.215,0
0.225,0
0.235,0
0.245,0
0.255,0
0.265,0
0.275,0
0.285,0
0.295,0
0.305,0
0.315,0
0.325,0
0.335,0
0.345,0
0.355,0
0.365,0
0.375,0
0.385,0
0.395,0
0.405,0
0.415,0
0.425,0
0.435,1
0.445,1
0.455,1
0.465,1
0.475,1
0.485,1
0.495,1
0.505,1
0.515,1
0.525,1
0.535,1
0.545,1
0.555,1
0.565,1
0.575,1
0.585,1
0.595,1
0.605,1
0.615,1
0.625,1
0.635,1
0.645,1
0.655,1
0.665,1
0.675,1
0.685,1
0.695,1
0.705,1
0.715,1
0.725,1
0.735,1
0.745,1
0.755,1
0.765,1
0.775,1
0.785,1
0.795,1
0.805,1
0.815,1
0.825,1
0.835,1
0.845,1
0.855,1
0.865,1
0.875,1
0.885,1
0.895,1
0.905,1
0.915,1
0.925,1
0.935,1
0.945,1
0.955,1
0.965,1
0.975,1
0.985,1
0.995,1
1.005,1
1.015,1
1.025,1
1.035,1
1.045,1
1.055,1
1.065,1
1.075,1
1.085,1
1.095,1
1.105,1
1.115,1
1.125,1
1.135,1
1.145,1
1.155,1
1.165,1
1.175,1
1.185,1
1.195,1
1.205,1
1.215,1
1.225,1
1.235,1
1.245,1
1.255,1
1.265,1
1.275,1
1.285,0
1.295,0
1.305,0
1.315,0
1.325,0
1.335,0
1.345,0
1.355,0
1.365,0
1.375,0
1.385,0
1.395,0
1.405,0
1.415,0
1.425,0
1.435,0
1.445,0
1.455,0
1.465,0
1.475,0
1.485,0
1.495,0
1.505,0
1.515,0
1.525,0
1.535,0
1.545,0
1.555,1
1.565,1
1.575,1
1.585,1
1.595,1
1.605,1
1.615,1
1.625,1
1.635,1
1.645,1
1.655,1
1.665,1
1.675,1
1.685,1
1.695,1
1.705,1
1.715,1
1.725,1
1.735,1
1.745,1
1.755,1
1.765,1
1.775,1
1.785,1
1.795,1
1.805,1
1.815,1
1.825,1
1.835,1
1.845,1
1.855,1
1.865,1
1.875,1
1.885,1
1.895,1
1.905,1
1.915,1
1.925,1
1.935,1
1.945,1
1.955,1
1.965,1
1.975,1
1.985,1
1.995,1
2.005,1
2.015,1
2.025,1
2.035,1
2.045,1
2.055,1
2.065,1
2.075,1
2.085,1
2.095,1
2.105,1
2.115,1
2.125,1
2.135,1
2.145,1
2.155,1
2.165,1
2.175,1
2.185,1
2.195,0
2.205,0
2.215,0
2.225,0
2.235,0
2.245,0
2.255,0
2.265,0
2.275,0
2.285,0
2.295,0
2.305,0
2.315,0
2.325,0
2.335,0
2.345,0
2.355,0
2.365,0
2.375,0
2.385,0
2.395,0
2.405,0
2.415,0
2.425,0
2.435,0
2.445,0
2.455,0
2.465,0
2.475,0
2.485,0
2.495,0
2.505,0
2.515,0
2.525,0
2.535,0
2.545,0
2.555,0
2.565,0
2.575,0
2.585,0
